country,year,region,income_group,pc1,pc2,cluster
Brazil,2010,Latin America & Caribbean,Upper middle income,-3.06611735951386,0.6669272290723373,2
Brazil,2011,Latin America & Caribbean,Upper middle income,-2.7560765330435797,0.5293042978251051,2
Brazil,2012,Latin America & Caribbean,Upper middle income,-2.529290491981832,0.6401739883945188,2
Brazil,2013,Latin America & Caribbean,Upper middle income,-2.3991412404032424,0.5495054837770084,2
Brazil,2014,Latin America & Caribbean,Upper middle income,-2.181253701878756,0.6043678898108193,2
Brazil,2015,Latin America & Caribbean,Upper middle income,-2.0022807239899545,1.0011816472839816,2
Brazil,2016,Latin America & Caribbean,Upper middle income,-1.9614955567641892,0.9942826885957418,2
Brazil,2017,Latin America & Caribbean,Upper middle income,-1.8635197261546683,0.930395861157545,2
Brazil,2018,Latin America & Caribbean,Upper middle income,-1.5739634812185648,1.0583663570036013,2
Brazil,2019,Latin America & Caribbean,Upper middle income,-1.18363611015014,1.402853707067577,2
Brazil,2020,Latin America & Caribbean,Upper middle income,-0.9625869320470052,1.5549234242748864,2
Brazil,2021,Latin America & Caribbean,Upper middle income,-0.827660959375481,1.5901877516366114,2
Brazil,2022,Latin America & Caribbean,Upper middle income,-0.6486387979374806,1.5402350424057354,0
Brazil,2023,Latin America & Caribbean,Upper middle income,-0.4495124141561626,1.6003869738981256,0
Brazil,2024,Latin America & Caribbean,Upper middle income,-0.6174176980526827,1.477335222632013,0
Canada,2010,North America,High income,0.3339172966763783,-0.2732924276293285,3
Canada,2011,North America,High income,0.5052323639075512,-0.3331418354911413,3
Canada,2012,North America,High income,0.6427517759168128,-0.1407644717848716,3
Canada,2013,North America,High income,0.7038671559782238,-0.2043002521804589,3
Canada,2014,North America,High income,0.6985992598791949,-0.2773651995834635,3
Canada,2015,North America,High income,0.6250705850354484,-0.3271807173209582,3
Canada,2016,North America,High income,0.4000983874666977,-0.7241925662236851,0
Canada,2017,North America,High income,1.018963119560797,-0.1439616417502893,3
Canada,2018,North America,High income,1.2377730395342703,-0.1345467447059032,3
Canada,2019,North America,High income,1.4377085820491495,-0.0206832949467977,3
Canada,2020,North America,High income,1.78471983050413,0.2991693885787114,3
Canada,2021,North America,High income,1.9288434289379544,0.0838244965130098,3
Canada,2022,North America,High income,1.9603291057388816,0.136435063515265,3
Canada,2023,North America,High income,1.808124027404019,0.0395608614039536,3
Canada,2024,North America,High income,1.7787765256868595,-0.0393233958358519,3
Chile,2010,Latin America & Caribbean,High income,-3.9530089503748354,-0.8103720997305564,2
Chile,2011,Latin America & Caribbean,High income,-3.658455448688168,-1.106672443695094,2
Chile,2012,Latin America & Caribbean,High income,-3.43421019773535,-1.2561085160036574,2
Chile,2013,Latin America & Caribbean,High income,-3.26870450405654,-1.3089017087004444,0
Chile,2014,Latin America & Caribbean,High income,-3.164161298500207,-1.3122914919868638,0
Chile,2015,Latin America & Caribbean,High income,-2.8354706492348796,-1.4425842416092949,0
Chile,2016,Latin America & Caribbean,High income,-2.4208958502328604,-1.4221510499143133,0
Chile,2017,Latin America & Caribbean,High income,-2.2386001986067847,-1.2257342478282605,0
Chile,2018,Latin America & Caribbean,High income,-1.8800672780885583,-1.2742004319606732,0
Chile,2019,Latin America & Caribbean,High income,-1.6510400993183518,-1.076665132606643,0
Chile,2020,Latin America & Caribbean,High income,-1.445872317806865,-0.9734119409751149,0
Chile,2021,Latin America & Caribbean,High income,-1.330734510025276,-1.2531003586424103,0
Chile,2022,Latin America & Caribbean,High income,-1.7847190534644444,-1.5633577280528808,0
Chile,2023,Latin America & Caribbean,High income,-1.6063749098196234,-1.6330570431574536,0
Chile,2024,Latin America & Caribbean,High income,-1.6747464273380568,-1.64824483433289,0
China,2010,East Asia & Pacific,Upper middle income,-2.2642621857342142,4.501232985251774,2
China,2011,East Asia & Pacific,Upper middle income,-1.6929013190515725,4.734546760494567,2
China,2012,East Asia & Pacific,Upper middle income,-1.310957127003674,4.670939788950725,1
China,2013,East Asia & Pacific,Upper middle income,-0.8591587443173444,4.709841981915778,1
China,2014,East Asia & Pacific,Upper middle income,-0.5425464762773138,4.629142059981791,1
China,2015,East Asia & Pacific,Upper middle income,-0.3467360886942511,4.755633012857451,1
China,2016,East Asia & Pacific,Upper middle income,0.5879141422432329,5.58891564846621,1
